_id,ID,Name,Price,Content,Contact,District,Image1,Image2,Image3,Type
6772b205762d460aa8c7c1a8,11,Cho Thuê Phòng Trọ Quận 2 - Gần ĐH GTVT,2.8,"\nĐịa chỉ: Đường Nguyễn Thị Định, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh\nVị trí: Trịnh Khắc Lập - Nguyễn Thị Định, Quận 2\n\n----------\n\nGiờ giấc tự do\n\nKhông chung chủ\n\n- Điện 3800\n\n- Nước 100.000/người\n\n- Phí rác wifi: 150.000/phòng\n\n----\n\nGiá thuê: 2.800.0000 - 3.300.000 - 3.400.000\n\nTHÊM MÁY LẠNH: + 300k/tháng\n\nTHÊM TỦ LẠNH: + 200k/tháng\n\n----\n\nGọi trực tiếp để xem phòng!",981275630,Q2,/images/Q2/tro4hinh1.jpg,/images/Q2/tro4hinh2.jpg,,phong
6772b205762d460aa8c7c1a9,12,Phòng Duplex gác cao nội thất đầy đủ tại Nguyễn Thị Định Quận 2,4.2,"\n̂Địa chỉ: Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh\nDuplex Full nội thất gần Mai Chí Thọ -\n\nFull nội thất\n\nCó bảo vệ 24/24 , giờ giấc tự do\n\nFree phí DV, chỉ tính điện nước\n\nTiện ích : quán nước, quán ăn, phòng gym, nhà hàng,....",963541387,Q2,/images/Q2/tro5hinh1.jpg,/images/Q2/tro5hinh2.jpg,/images/Q2/tro5hinh3.jpg,phong
6772b205762d460aa8c7c1aa,13,PHÒNG SẠCH ĐẸP FULL TIỆN NGHI CAO CẤP NGAY TRẦN LỰU AN PHÚ Q2,4.8,"\nĐịa chỉ: Đường Trần Lưu, Phường An Phú, Quận 2, Hồ Chí Minh\nCho Thuê Phòng Căn hộ Mini Full Tiện Nghi. Ngay Đường Trần Lựu Gần Mega Market An Phú Q2\n\nPhòng có cửa sổ ban công lớn thoáng mát view Landmark 81, Phù hợp với tất cả mọi người,gia đình con nhỏ. người đi làm.\n\nGiảm ngay trong mùa dịch COVID\n\nDiện tích: 30m² - 50m²\n\nNội thất trang bị đầy đủ tiện nghi,wifi tốc độ cao, camera 24/7\n\nPhòng rộng thoáng, có ban công/cửa sổ\n\nThuận tiện đi lại giữa các quận 1, 4, 7, Bình Thạnh, chỉ 5,10 phút chạy xe máy\n\nNgay Trung Tâm đường Trần Lựu cách chợ Đo Đạc 100m ,cách Vincom Mega Mall 700m, Mega Market,MeTro An Phú,Landmark 81 chỉ 3 phút, Pearl Plaza, Cantavill, BigC,Nguyễn hoàng ,Xong Hành.\n\nXung quanh là trường học,Ngân Hàng, Quán ăn, Cafe giải trí sầm uất đường Trần Não.\n\nNội thất trong phòng bao gồm.\n\nTivi treo tường 32in\n\nTủ Lạnh,\n\nGiường, nệm 1m6 x2m\n\nTủ quần áo\n\nMáy Lạnh\n\nMáy Giặt\n\nBếp nấu ăn\n\nBàn ghế làm việc\n\nwifi Tốc độ cao, cáp tivi 100 kênh HD.\n\nMáy Giặt...\n\nGiờ giấc đi lại tự do. Không chung chủ rất thoải mái.\n\nĐặc biệt xe để Miễn phí trong nhà rất an toàn, với hệ thống camera giám sát 24/7.Bảo mật bằng vân tay.\n\nChú y. Giá điện, nước tính theo giá nhà nước.\n\nDiện Tích 35㎡- 50㎡.\n\nGiá từ - 4.8tr - 5.5tr - 6.2tr -6.9tr/tháng Full Tiện nghi các bạn chỉ xách vali vào ở thôi.\n\nPhòng tiện nghi cao cấp sang trọng phù hợp với tất cả các bạn đi làm hoặc gia đình có con nhỏ.KHÔNG GIỚI HẠN NGƯỜI Ở.\n\nLH MR LUÂN 0586 9999 68 chính chủ để xem phòng miễn phí\n\nCẢM ƠN CÁC BẠN ĐÃ ĐỌC TIN.!!",586999968,Q2,/images/Q2/tro6hinh1.jpg,/images/Q2/tro6hinh2.jpg,,phong
6772b205762d460aa8c7c1ab,14,Cho thuê phòng gần UBND quận 2 - Trịnh Khắc Lập,5.5,"\nĐịa chỉ: Đường Trịnh Khắc Lập, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh\nCho thuê phòng gần UBND quận 2 - Trịnh Khắc Lập \n\nCó gác\n\nCau Thang bộ\n\nGần UBND q2\n\nKo gia hạn người\n\nĐược nuôi pet\n\nĐầy đủ tiện ích\n\nLầu 5\n\nĐường Trịnh khắc lập",765340779,Q2,/images/Q2/tro7hinh1.jpg,/images/Q2/tro7hinh2.jpg,,phong
6772b205762d460aa8c7c1ac,15,"Phòng trọ sinh viên, ở ghép, gần các trường đại học",1.7,"\nĐịa chỉ: 148J Đường Lý Chính Thắng, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh\nTro sinh viên, noi thất co bán, co máy giat sáy, sach sẽ ninh, gän các truong dh kinh té.dh su pham.dh mo. dh sài gon, đh vän hién, dh hoa sen, cd giao thong van tai, chi cho nữ thuê ạ .\n\nNuoc 100k/ng\n\nDich vu rác+wiffi 150k/phong\n\nDiên 4k/s\n\nXe 150k/ xe\n\nNhan tin trao doi",822914905,Q3,/images/Q3/tro1hinh1.jpg,/images/Q3/tro1hinh2.jpg,/images/Q3/tro1hinh3.jpg,ghep
6772b205762d460aa8c7c1ad,16,"Cho thuê phòng trọ. Lầu suốt nhà nhỏ - Nguyễn Đình Chiểu, quận 3",2,"\nĐịa chỉ: 563/15 Đường Nguyễn Đình Chiểu, Phường 2, Quận 3, Hồ Chí Minh\nCho thuê phòng trọ. Lầu suốt nhà nhỏ \n\nĐịa chỉ: 563/15 Đường Nguyễn Đình Chiểu, Phường 2, Quận 3\n\nKhu trung tâm quận 3. Cách chợ bàn cờ 50m.\n\nLầu gác suốt nhà nhỏ cho thuê\n\nNam học sinh sinh viên. Hay Nam lao động tự do.\n\nGiá cho thuê: 2tr\n\nLiên hệ: 0902708092",902708092,Q3,/images/Q3/tro2hinh1.jpg,,,phong
6772b205762d460aa8c7c1ae,17,"Cho thuê phòng trọ trung tâm tại Địa chỉ 159/82 Trần Văn Đang, P11, Q3, TPHCM",2.6,"\nĐịa chỉ: 159/82 Đường Trần Văn Đang, Phường 11, Quận 3, Hồ Chí Minh\nPhòng trọ mới sạch sẽ tại địa chỉ 159/82 Trần Văn Đang, P11, Q3, TP HCM\n\nVị trí thuận lợi cách đường Trần Văn đang 500m, cách đường Hoàng Sa 500m.\n\nGần chợ, gần siêu thị, thuận lợi mua sắm, gần các trường đại học: Kiến Trúc, Bách Khoa, Sư Phạm. \n\nThuận lợi di chuyển các Quận: Q1, Q10, Tân Bình, Phú Nhuận...\n\nGiá cho thuê:\n\n+ Phòng 22㎡ giá 2.8 triệu/tháng.\n\n+ Phòng 25㎡ giá 3.5 triệu/tháng.\n\nĐiện 4k, 1kw\n\nNước 100k , 1 người\n\nLiên hệ: 0934110191 + 0918846776 - Chị Nhung",934110191,Q3,/images/Q3/tro3hinh1.jpg,/images/Q3/tro3hinh2.jpg,,phong
6772b205762d460aa8c7c1af,18,PHÒNG TRẦN VĂN ĐANG QUẬN 3 MÁY LẠNH GIÁ RẺ,3,"\nĐịa chỉ: 48 Đường Trần Văn Đang, Phường 9, Quận 3, Hồ Chí Minh\n48D TRẦN VĂN ĐANG Q3\n\nKỆ BẾP\n\nLẦU 1\n\nCỬA SỔ THOÁNG\n\nTOLET TRONG PHÒNG\n\nCÓ NHÀ XE\n\nGIỜ GIẤC TỰ DO\n\nNẤU ĂN DC\n\nCÓ MÁY GIẶT CHUNG\n\nLH: 0375174435",375174435,Q3,/images/Q3/tro4hinh1.jpg,,,phong
6772b205762d460aa8c7c1b0,19,Phòng Tiện Nghi Xinh Xắn Ngay Nhà Thờ Vườn Xoài,3.7,"\nĐịa chỉ: Đường Lê Văn Sỹ, Phường 14, Quận 3, Hồ Chí Minh\nBạn đang sống 1 mình, muốn tiết kiệm chi phí thuê phòng\n\nBạn muốn dọn vào ở ngay không cần trang bị gì thêm\n\nThích cuộc sống nhộn nhịp, tấp nập\n\nAn ninh là vấn đề bạn quan tâm?\n\n----------\n\nTọa lạc tại 466 Lê Văn Sỹ - Phường 14 – Quận 3\n\n• Dễ dàng di chuyển đến tất cả các quận trong trung tâm thành phố\n\n• Chỉ mất 5 phút để đi đến Quận 1 và Quận 10, Tân Bình, Phú Nhuận...\n\n• Đoạn đường rộng thông thoáng không sợ kẹt xe.\n\n• Môi trường trong lành, gần các trung tâm tài chính - thương mại của thành phố...\n\n• Ngay chợ Nguyễn Văn Trỗi, ĐH Sư Phạm, BV Tai Mũi Họng, Siêu thị Coopmart\n\n----------\n\nTIỆN NGHI:\n\n- Phòng trang bị đầy đủ nội thất: giường, nệm, tivi, tủ lạnh, máy lạnh, máy nóng lạnh, tủ quần áo\n\n- Wifi tốc độ cao, thang máy thuận tiện di chuyển\n\n- Hệ thống camera quan sát khắp tòa nhà\n\n- Nhân viên chăm sóc khách hàng tận tình, thân thiện, xử lý sự cố 24h.\n\n- Dọn vệ sinh 3 lần/tuần\n\n----------\n\nTất cả những gì bạn sẽ được trãi nghiệm là: tiện nghi, thoải mái, dịch vụ chuyên nghiệp, tận tình, chu đáo!\n\nChỉ còn 1 CĂN TRONG HÔM NAY diện tích 27㎡ CỬA SỔ hướng nắng sớm ấm áp GIÁ CHỈ 3.7TR\n\nGọi ngay cho tôi hôm nay 0932.716.212 để vào ở ngay nào!",932716212,Q3,/images/Q3/tro5hinh1.jpg,/images/Q3/tro5hinh2.jpg,,phong
6772b205762d460aa8c7c1b1,20,"Cho thuê phòng trọ có gác, Trần Quốc Toản, Quận 3",4.5,"\nĐịa chỉ: 89 Trần Quốc Toản, Quận 3, Hồ Chí Minh\nPhòng trọ có gác ở trung tâm quận 3\n\n- Khu vực an ninh\n\n- Ra vào vân tay\n\n- Giờ giấc tự do\n\n- Full nội thất\n\nVào là ở ngay.\n\nLiên hệ/Zalo: 0338925946 (Minh Phú Megas) để được tư vấn MIỄN PHÍ",338925946,Q3,/images/Q3/tro6hinh1.jpg,/images/Q3/tro6hinh2.jpg,/images/Q3/tro6hinh3.jpg,phong
6772b205762d460aa8c7c1b2,21,Cho Thuê Phòng Ban Công Gần Trường Đại Học Kinh Tế UEH - Chợ Tân Định Q3,6.2,"\nĐịa chỉ: Lý Chính Thắng, Phường 8, Quận 3, Hồ Chí Minh\nLý Chính Thắng Phường 08 (Võ Thị Sáu) Quận 03\n\nGần Chợ Tân Định, Công Viên Lê Văn Tám , Trường Đại Học Kinh Tế UEH\n\nHình thật + giá thật\n\nFull Nội Thất\n\nCó dv dọn vệ sinh chung mỗi ngày\n\nDvu bảo trì, bảo dưỡng hàng tháng\n\nToà nhà an ninh, camera an ninh 24/7, khoá vân tay - hẻm ô tô - an ninh -\n\nGía 6tr2\n\nLHL: Mr An 0377534777 ( Tư vấn và dẫn xem phòng miễn phí tới khi khách hài lòng )",377534777,Q3,/images/Q3/tro7hinh1.jpg,/images/Q3/tro7hinh2.jpg,/images/Q3/tro7hinh3.jpg,phong
6772b205762d460aa8c7c1b3,22,Cho Thuê Phòng Trọ Mới Xây Giá Rẻ Đoàn Văn Bơ Quận 4,1.6,"\nĐịa chỉ: 692/21/20 Đoàn Văn Bơ, Phường 16, Quận 4, Hồ Chí Minh\nGiảm Giá 200k Cho Khách Thuê Tháng Đầu Tiên Còn 1tr6/ Tháng. Cho Thuê Phòng Trọ Mới Xây Giá Rẻ Tại Hẻm Đoàn Văn Bơ, P16, Quận 4. Chỉ 1tr6/tháng\n\nDt phòng từ 12M ,có giường 2 tầng, quạt riêng từng phòng, Tolet bên ngoài phòng , máy giặt sân phơi thông thoáng, Ở đc từ 1 đến 2 người\n\nPhòng trống có thể dọn vào ở ngay, giờ giấc tự do, ko chung chủ.\n\nNhà Xe Rộng Rãi miễn phí, nhà đc lắp đặt hệ thống PCCC an toàn cho người thuê, Hẻm rộng xe ba gác vô tới nhà. Xung quanh gần chợ trường học nhiều tiện ích.\n\nGiá thuê: 1tr6/tháng. Cọc 1 triệu\n\nĐiện: 3,7k/ký, Nước: 100k/bạn, wifi+rác: 100k, Xe: Free.\n\nĐịa chỉ: 692/... đoàn văn bơ, p16, Quận 4\n\nLh: Mai 0898761289",898761289,Q4,/images/Q4/tro1hinh1.jpg,/images/Q4/tro1hinh2.jpg,,phong
6772b205762d460aa8c7c1b4,23,Cho thuê phòng trọ mặt tiền đường lớn Quận 4 gần Trường Đại Học Luật,2,"\nĐịa chỉ: F32 Đường Bến Vân Đồn, Phường 5, Quận 4, Hồ Chí Minh \nCho thuê phòng trọ 2 người ở thoải mái, phòng có gác, bếp nấu ăn, toalet, có chổ để xe máy, nằm mặt đường lớn xe hơi qua lại, thuận tiện đi các quận trung tâm TP, quận 1, 5,7,8...Gần trường Đại hoc Luật 5 phút, chợ, Lotte, bệnh viện..Khu vực an ninh trật tự, sạch sẽ, yên tĩnh...\n\nĐiện nước, wifi, cáp đầy đủ\n\nLiên hệ anh Phương chủ nhà : 0932.184.283",932184283,Q4,/images/Q4/tro2hinh1.jpg,/images/Q4/tro2hinh2.jpg,,phong
6772b205762d460aa8c7c1b5,24,"Phòng tolet riêng, cửa sổ thoáng, giờ giấc tự do, mặt tiền đường, khu an ninh. Không chung chủ.",2.1,"\nĐịa chỉ: Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh\nPhòng 2tr100/tháng . Mặt tiền đường.. Tolet riêng.\n\nCửa sổ thoáng mát\n\nGần Trường ĐH NTT, ĐH Luật v.v.\n\nCó sân để xe trong nhà .Không chung chủ.\n\nĐiện 4k/kwh, Nước giá nhà nước\n\nWifi rác đèn lối đi 150k/tháng/phòng\n\nCọc 1tháng hợp đồng 6tháng\n\nChính chủ cho thuê LH 0707665288\n\nĐịa chỉ 234 Tôn Thất Thuyết phường 3 quận 4",707665288,Q4,/images/Q4/tro3hinh1.jpg,/images/Q4/tro3hinh2.jpg,,phong
6772b205762d460aa8c7c1b6,25,"Trống phòng trọ cho thuê tại Tôn Đản, Quận 4, DT 17㎡, đủ tiện nghi, giá 3 triệu/tháng",3,"\nĐịa chỉ: Đường Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh\nCho thuê phòng lầu 2, diện tích 17m², thiết kế đẹp, sạch sẽ, thoáng mát. Phòng đã được trang bị máy lạnh, đảm bảo mang lại không gian thoải mái cho người ở.\n\nGiá thuê:\n\n- 1 người: 2,8 triệu/tháng (bao gồm nước, wifi và 30 ký điện).\n\n- 2 người: 3 triệu/tháng (không bao điện).\n\nTiện ích nổi bật:\n\n- WC riêng trong phòng, đảm bảo sự riêng tư.\n\n- Chỗ để xe rộng rãi, an toàn.\n\n- Lối đi riêng, giờ giấc tự do, phù hợp cho những ai có lịch trình linh hoạt.\n\n- Khu vực an ninh, yên tĩnh, tạo cảm giác thoải mái và an tâm khi sinh sống.\n\nĐặt cọc: 1 triệu đồng để giữ phòng.\n\nNếu bạn quan tâm, vui lòng liên hệ chính chủ anh Quang qua số điện thoại 0907790809 để xem phòng và được tư vấn chi tiết.",907790809,Q4,/images/Q4/tro4hinh1.jpg,/images/Q4/tro4hinh2.jpg,,phong
6772b205762d460aa8c7c1b7,26,Cho thuê phòng trọ rộng 20m view đẹp ngay TT Q4,4,"\nĐịa chỉ: Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh\nPhòng trọ giá tốt, không chung chủ, giờ tự do, view đẹp \n\nNhà ngay TT quận 4 :\n\nĐến các trường ĐH: RMIT, TĐT, NTT, LUẬT, Cảnh Sát Nhân Dân, Nam Sàn Gòn, CĐ Công Nghệ Và Quản Trị chỉ mất 5 phút đi xe \n\nGần các TTTM lớn: siêu thị ,SC ViVoCity, Crescent Mall,....\n\nGần các khu phố mua sẵm, ẩm thực: VĨNH KHÁNH ,PHỐ ĐI BỘ,...\n\nĐến quận 1 chỉ mất 2 phút đi xe \n\n* Vị trí: số 209/8, đường TÔN THẤT THUYẾT, Phường 3, Quận 4, TP.HCM\n\n- Nhà nằm trong khu phố nhiều cây xanh nên rất yên tĩnh và thoáng mát \n\n- Phòng máy lạnh, tiện nghi\n\n- Gía: 5.000.000/tháng điện 4.000 nước 100.000/1ng\n\nMIỄN PHÍ: xe, rác và internet \n\n* Tiện ích chung:\n\nVệ sinh khu vực chung, nhà xe rộng, camera\n\nLiên hệ chính chủ Minh 0332063229 trước 30p để xem phòng",332063229,Q4,/images/Q4/tro5hinh1.jpg,/images/Q4/tro5hinh2.jpg,,phong
